ID,neutral00,neutral01,neutral02,neutral03,neutral04,neutral05,neutral06,neutral07,neutral08,neutral09,neutral10,neutral11,neutral12,neutral13,neutral14,neutral15,neutral16,neutral17,neutral18,neutral19,neutral20,neutral21,neutral22,neutral23,neutral24,neutral25,neutral26,neutral27,neutral28,neutral29,neutral30,neutral31,neutral32,neutral33,neutral34,neutral35,neutral36,neutral37,neutral38,neutral39
37_33_456dc5,是否瞭解？，並無涉及高深之法律素養，,並表示意見，對卷內資料也請兩造自行閱覽表示意見，,求予廢棄改判，為無理由，應予駁回。,現年分別為4歲2歲，有其等之戶籍謄本在卷可稽。,家庭成員尚有兄長夫妻及其2名子女，,為免甲乙突然離開熟悉之主要照顧者及環境，,亦與他人互相輪班之工作，則相對人上班時間僵硬生活作息不正常，,難謂合於友善父母原則云云，不足憑採。,還有兄嫂可幫忙照顧，抗告人之父系支援系統充足，,實難讓人折服，亦有調查證據未完備之違誤。,但孩子是無辜的。訪員認為對年幼不解案情的子女不公平，,僅係戶籍相同而已，故抗告人此部分主張顯為臨訟杜撰之詞，,顯係緣木求魚，如讓兩造相互掣肘或意氣用事，,顯優於相對人，原裁定亦有違誤云云，,非訟事件法第21條第2項第46條，,理由是當天我請家長過去跟他們的家長協調，,然相對人所聘保姆為姑姑，此為抗告人所明知，,實不足採。何況此為現今社會正常現象，,倘酌定由兩造共同行使子女親權，期待兩造能理性溝通協調，,認事用法俱屬妥適，抗告意旨仍執陳詞指摘原裁定不當，,著實傷痛抗告人的心。既然抗告人欲探視甲乙，,顯不足採。聲明：抗告駁回。四按夫妻離婚者，,就甲乙之實際付出及依附關係之建立均以相對人較優，,較符合該未成年子女之最佳利益，核無不合。,幾乎不出門，沒有積極經營家人關係。,理由如下：以聲請人的親權能力照顧經驗及家庭支持系統，,依協議由一方或雙方共同任之。未為協議或協議不成者，,則從上開情事觀之，倘抗告人向來關心未成年子女，,顯有違誤。甚且抗告人並非具有法學素養之人，,經查：兩造於98年1月22日結婚，,然此乃可歸責相對人及其家人之事由，,亦拒絕給付扶養費，其歸責於相對人不同意來嘉義生活，,如有1期遲未履行，其後24期視為亦已到期，,相對人每日通車上班，抗告人住在桃園的宿舍，,足見抗告人可提供父系家庭支援照顧系統顯優於相對人。,或多安排時間回嘉義與父系家庭團聚，,親權酌定之建議及理由：由於單方面評估聲請人，,況且抗告人於原審上開諭知後，亦表示瞭解等語，,卻遭來相對人及其家人冷嘲熱諷刻意刁難，,再者，如以抗告人於抗告狀所述之事實觀之，
38_19_b83ed6,不得無故拒絕會面交往；若因上揭正當原因致無法會面交往，,就聲請人部分，訪視結果略以：若聲請人陳述屬實，,自應由相對人行使或負擔未成年子女王浰荊之權利義務，,聲請人應於會面交往期滿時，準時將子女於子女住所交還相對人。,三聲請人所指相對人有家庭暴力行為部分，,相對人之支援系統已成形，並無變動之風險，,是本院認目前未成年子女王浰荊權利義務之行使或負擔，,伍關於聲請人請求相對人給付關於未成年子女王浰荊之扶養費部分，,兩造前經本院104年度婚字第114號和解離婚成立，,方造成聲請人輕微瘀擦傷，非如聲請人所稱有毆打之情形。,本件聲請人聲請未成年子女王浰荊權利義務之行使或負擔，,並提出報告及建議，家事事件法第106條第1項亦定有明文。,三聲請人僅以照片數紙便望圖為文，自行推測子女生活存在不悅，,相對人對於聲請人實施家庭暴力行為，,但聲請人無法負擔該筆金額，顯見聲請人財務狀況不佳，,訪視當天未成年子女與其堂姊在旁遊玩，,反聲請聲請人之聲請，於法並無不合，,但於104年3月2日聲請人通知相對人已將子女健保退保，,聲請人當日會面交往權停止。子女就學之學校放寒暑假之期間，,爰裁定如主文第1項所示。肆復按法院得依請求或依職權，,相對人與社工員談話時，未成年子女本與其堂姊在旁玩耍，,相較之下聲請人之家庭支援系統尚存有未來變動可能，,窒礙難行，而不利於子女學習成長，兩造亦無意共同行使子女親權，,為相反之認定。觀之兩造衝突之原因，,兄姐均與相對人同住，父母亦無需工作可全心照護幼女。,尤應注意下列事項：一子女之年齡性別人數及健康情形。,民法第1055條之1亦定有明文。再者，,經鈞院核發103年度家護字第52號通常保護令在案，,七各族群之傳統習俗文化及價值觀。前項子女最佳利益之審酌，,再該會面並須於每年寒暑假開始前10日，,得分別審理分別裁判：一請求之標的或其攻擊防禦方法不相牽連。,對於父母親離婚一事，自己未來會在未成年子女10歲時，,將該等選定日期通知相對人。子女年滿15歲後，,生活習慣良好，並無任何不良習慣，具有固定儲蓄習慣，,視力亦屬正常，足見相對人照護狀況良好。,為兩造因對子女教養之看法不同而生之衝突，,在心理上，母親與女兒更能有密切之溝通，,實屬唐突武斷。再者，子女成長過程中本即有喜怒哀樂等各種情緒，,且對於未成年子女之生活起居及個性均屬瞭解，,平日皆須至幼兒園上課，如每周六日皆由聲請人探視，
39_23_d30026,訴訟費用由被告負擔十分之六，餘由原告負擔。,其立法理由略以：舊法關於裁判離婚原因之規定，,訴請判決兩造離婚，洵屬有據，應予准許。,是原告應負主要較重責任之一方，依法原告不得向被告請求離婚。,即將未成年子女王焌剛驅逐離開住處，,婚姻關係復無其它制度上保護之價值利益存在，,兩造夫妻情分已薄，原告所受精神痛苦自屬非淺。,至清償日止，按週年利率百分之5計算之利息部分，,扶養義務人分擔之比例：按扶養之程度，,婚姻家庭關係仍有取得平衡穩定之可能。,兩造對其等婚姻衝突如能為良性之動態調整，,得酌定逾期不履行時，喪失期限利益之範圍或條件，,已發生無法維持婚姻關係之事實，雙方共營生活之意思已然殘缺，,仍屬適當。復參酌兩造之年齡經濟能力，,未成年子女王焌剛與被告發生爭吵，被告一怒之下，,並稱原告與人有染，極盡侮辱能事，致原告無法與被告共同生活。,為平衡個人自由與婚姻家庭制度之保護，,（三）被告應給付原告新臺幣（下同）50萬元，,本院認原告與被告應依2比1之比例，,民法第1119條第1115條第3項分別定有明文。,卻仍遭被告暴力對待，致兩造婚姻破裂家庭缺損，,授權立法者以透過立法裁量之方式解決，,兩造於婚姻中雖偶有爭執，但被告未曾有過任何虐待等家暴情事，,原與被告同居之未成年子女王焌剛罹患感冒身體不適，,必要時並得命提出擔保。法院命給付定期金者，,親自哺乳，詎料於未成年子女王焌剛滿月之際，,故原告請求被告負擔未成年子女王焌剛之扶養費用每月5000元，,至未成年子女王焌剛成年之日止，按月於每月五日前，,七各族群之傳統習俗文化及價值觀。前項子女最佳利益之審酌，,準此，依家事事件法第107條第1項規定，,惟於訪視當時，未成年子女王焌剛係與被告共同居住生活，,原告知悉後，質問被告，復遭被告以木條毆打左小腿成傷，,原告因未妥善醫治，迄今每遇天氣變冷即隱隱作痛。,本判決主文第四項得假執行。原告其餘之訴駁回。,經審酌後均與判決結果不生影響，爰不另一一論述，,惟婚姻制度攸關身分關係倫理價值及社會公益，,包括受害人因離婚所受之精神上痛苦，,前項情形，得於第一審或第二審言詞辯論終結前，,足見現在等情，亦據關係人王焌剛於本院陳述明確。,3給付方法：法院命給付家庭生活費扶養費或贍養費之負擔或分擔，
40_04_9d97cb,就是有名無實的婚姻，等到未成年子女滿18歲以後再談離婚，,係民法親屬編於74年修正時，為因應實際需要，,惟乙15歲甲則為14歲，對於金錢價值觀，,兩造所育未成年子女乙甲本與上訴人同住，,其他沒有互動，之前兩造住在一起有時候會吵架。,自此分居兩地迄今等情，為兩造所不爭執（見不爭執事項3），,且此判斷不可由被上訴人已喪失維持婚姻意欲之主觀面來加以認定，,必要時並得命提出擔保。法院命分期給付者，,雙方誠摰互信之感情基礎不復存在，共同生活的婚姻目的，,三上訴人與子女會面交往部分：依民法第1055條第5項規定，,以致兩造關係無可回復，應屬有責；又依兩造子女所陳，,得審酌一切情況，定其給付之方法，不受被上訴人聲明之拘束。,被上訴人因遭上訴人毆打而離家，迄今已分居8年之久，,此共同生活體，須夫妻共同經營生活，,如不服本判決，應於收受送達後20日內向本院提出上訴書狀，,須夫妻雙方互助互愛互信互敬相互包容扶持同甘共苦，,經本院斟酌後，認為均不足以影響本判決之結果，,上訴聲明為：原判決廢棄。上廢棄部分，,有該報告1份在卷可稽（見原審卷第30至35頁）。,上訴人於本院詢問時竟稱：沒有證據等語（見本院卷第34頁），,本件兩造業已分居8年以上，分居期間前23年少有互動，,且我們的戶口雖在一起，但實際上兩造並沒有住在一起，,除了上訴人帶我們去跟被上訴人拿午餐外，,以彌補未能同時享有完整父母親情之缺憾，,所謂未成年子女之最佳利益，應指行使或負擔子女權利義務之人，,上訴人則仍在桃園市桃園區建國東路住處，,認兩造所育未成年子女所需扶養費應各以1萬5000元為適當，,兩造分居期間沒有互動，只有在伊國小二年級到五年級的時候，,被上訴人只負責未成年子女的扶養費，,婚姻關係誠摯相愛之基礎蕩然無存，婚姻關係已生嚴重破綻，,按月給付被上訴人關於上開2名未成年子女之扶養費各9892元。,其目的在使夫妻請求裁判離婚之事由較富彈性。,衡諸上開各等情，以上訴人可責程度較高，,兩造除就未成年子女學校註冊費有所接觸外，,因為被上訴人從不會講台語，到被教育到會講台語，,應可認係民法第1052條第2項所定難以維持婚姻之重大事由，,是因為上訴人要未成年子女學會獨立，,2被上訴人主張伊於97至98年間離家，,也沒有去請被上訴人回家，因為請被上訴人回家，,審酌上訴人與未成年子女相處之情形，
42_11_bdb746,婚後育有未成年長女甲（女，民國00年0月00日出生，,長女長男有伊母親照顧，不需要變動長女長男監護權云云。,顯見長女長男與聲請人之依附關係較深，,改定由聲請人任之。聲請程序費用新臺幣壹仟元由相對人負擔。,七各族群之傳統習俗文化及價值觀。前項子女最佳利益之審酌，,下稱長女）長男乙（男，90年6月4日出生，,又法院為民法第1055條裁判時，應依子女最佳利益，,：評估與建議：若兩造之一方有人能親自實際照顧和教育長女長男，,長女長男平常係與祖母即相對人母親居住，,現居所在台北（應係新竹縣竹北市之誤），,身分證統一編號：Z000000000號，,為有理由，應予准許。四依家事事件法第104條第3項，,即消極的不盡其父母之義務，例如不予保護教養而放任之，,（問：你有無跟你爸爸去竹北過？）有。,（問：為何要去跟媽媽住？）媽媽可以照顧我們。,那邊他也有另一個家。（問：你跟周恆緯現在跟誰住？）媽媽。,或詢問長女長男之祖母關於長女長男之狀況。,或有不當行為或態度，或不當管理其財產，,下稱長男），嗣兩造於100年8月17日離婚，,形成隔代教養，難認相對人已善盡對長女長男之保護教養義務，,但相對人沒有與長女長男住在一起，長女長男希望與聲請人同住。,並約定長女長男權利義務之行使或負擔由相對人任之。,（問：周恆緯現在跟誰住？）也跟媽媽住。,並請尊重長女長男之意願，審慎裁量監護權等語，,如對本裁定抗告須於裁定送達後10日內向本院提出抗告狀，,尤應注意左列事項：一子女之年齡性別人數及健康情形。,你與周恆緯都跟誰住？）阿嬤。（問：爸爸？）在竹北工作，,法院除得參考社工人員之訪視報告或家事調查官之調查報告外，,理由一本件聲請意旨略以：兩造原係夫妻，,均屬之。本院經查：兩造原係夫妻，婚後育有未成年長女長男，,三按夫妻離婚者，對於未成年子女權利義務之行使或負擔，,依協議由一方或雙方共同任之；前項協議不利於子女者，,聲請人目前有固定職業，身體健康，有經濟能力，,身分證統一編號：Z000000000號，,改定由聲請人任之。從而，聲請人之聲請，,審酌一切情狀，參考社工人員之訪視報告，,並應繳納抗告費新臺幣1000元整。,（問：從何時開始跟媽媽住？）6月16日畢業的時候。,綜上所述，本院審酌相對人並未親自照顧長女長男，,聲請人適於行使負擔長女長男權利義務之責等情形，
46_41_9f92b5,相對人最後始勉強同意將甲之戶籍該校學區。,準用第41條第42條第1項之規定，,對於未成年子女甲權利義務之行使或負擔則由兩造共同任之，,亦對甲之課業興趣漠不關心，已嚴重影響甲之學習進度，,處理親子非訟事件，應依子女之最佳利益，,星期六去姑姑家，在姑姑家睡覺，星期日再去阿嬤家。,如對本裁定抗告須於裁定送達後10日內向本院提出抗告狀，,如相對人另有安排出遊或其他行程，聲請人再依情況同意盡量配合，,透過各種管道與乙重建良善之父女關係，,顯造成甲之精神壓力及心理恐懼，已不適任教養之責。,請求法院改定之；法院為前條裁判時，,尚非虛妄。五聲請人復主張依系爭調解筆錄之約定，,致未成年子女乙甲身處父母間之糾葛，,應於每月份第一三週週六，配合未成年子女乙甲學習才藝之時間，,係本於父母子女之身分關係而當然發生，,係由其家屬負責照顧甲生活起居，其與甲幾乎毫無互動，,相對人父母親及其姐姐亦可協助照顧未成年子女乙甲。,交付予相對人或其委託之親屬外出同遊同宿，,四又聲請人擔任長女乙之監護人後，即刻意阻撓相對人探視乙，,會先問原因再處理事情。（問：處罰方式）偶爾會寫心經。,查悉甲當時到庭陳稱該卷附照片中之傷勢，,等語逼問及恫嚇甲，相對人不忍甲於父母間之抉擇為難，,並提出報告及建議。法院就前條事件及其他親子非訟事件為裁定前，,聲請人根本未曾向相對人提起過此事，,相對人應按月給付25000元作為乙甲之扶養費，,是聲請人主張相對人於探視期間未盡其保護教養義務等情，,以維兩造保護教養之責與父愛母愛之施予，,係肇因於聲請人對乙灌輸負面想法所致，,是實難憑長女乙與相對人關係惡劣乙節，,因而十分排斥，亦不喜歡接觸與相對人有關之事物，,為有理由，應予准許，爰裁定如主文第1項所示。,修正兩造就原系爭調解筆錄有關乙甲之會面交往方式如附表所示。,本於當事人意思自治之原則及法院裁判效力，,並經本院依職權調閱上揭案卷，核閱無誤，,始為杜絕兩造與未成年子女會面交往爭議之根本解決之道。,得請兒童及少年心理或其他專業人士協助。,六兩造就系爭調解筆錄所約定之會面交往方式，,又相對人就甲之不良習慣皆未予糾正，,聲請之基礎事實相牽連，自得為反聲請，,但相對人在探視期間與甲親職互動情形不多，
46_47_12b5e9,被告雖否認與訴外人甲於9798年間有多次通姦之行為，,與子偕老之誓言實現。正所謂家家有本難唸的經。,此係父母子女身分關係之本質上不可或缺之要素，,得審酌一切情況，定其給付之方法，不受聲請人聲明之拘束。,被告將住家弄得非常髒亂（見原證5），,但伊都沒有感受到，接送小孩時，留下小孩後就離開，,故於父母離婚後，未行使親權之父母一方，,參以未成年子女陳稱兩造吵架多是因為未成年子女教養問題，,其住院期間，需要其父母協助照顧子女李汶育及李宜祐，,兩造婚姻既已生破綻無回復希望，難以維持婚姻，,又原告目前擔任運輸業業務，每月收入5萬6000元，,其亦應負部分之過失責任。揆諸前揭說明，,又父母對於未成年子女之扶養義務應屬生活保持義務，,況被告今年已住院多次，最近一次住院甚至已經超過3週，,，民法第1055條之1第1項第2項亦有明文。,依前揭規定，對於本訴及追加請求應合併審理合併裁判，,在母子三人互動過程中，原告也能依此與案主們理性溝通，,附此敘明。五本件判決之基礎已臻明確，,且願陪伴及栽培兩名未成年子女持續就學與成長，,原告所為對兩造之婚姻亦有不利之影響，,惟被告仍於每次週休假日時，將子女送往原告住處共同生活，,誠如上述，被告希能以最大之誠意，盼得原告之回心轉意，,本件原告之訴為一部有理由一部無理由，,不受民事訴訟法第53條及第248條規定之限制；前項情形，,我就無法裝成是普通朋友一樣對妳的思念不變，,縱使因生病住院亦不曾忽略。自原告離家迄今，,並為兩造所不爭執，此部分事實，堪信為真正。,且被告向甲稱：李bb，我必需誠實的面對自己，,任何人均將喪失維持婚姻意欲之程度而定。,茲依家事事件法第107條第2項準用同法第100條第4項規定，,親職能力：原告本為案主們各項事務處理者，,自無逐一審究之必要，併予敘明。六據上論結，,被告所為，已逾越已婚男女正常交往之分際，,次按法院為前條裁判時，應依子女之最佳利益，,而行政院主計總處有關國人平均消費支出之調查報告，,另按民法第1119條第1115條第3項規定：扶養之程度，,以上僅提供被告及兩位未成年子女訪視時之評估，,足見被告與甲確有過通姦行為，亦即被告所辯為不實。,依家事事件法第51條民事訴訟法第79條，,難以維持婚姻者，夫妻之一方得請求離婚，
47_36_4b2471,從而，伊自得依民法第1030條之1第1項規定，,因為伊認為比起用借據，保管條比較有保障，,惟查，己係以其如經酌定為親權行使人，,判決如下：主文對於兩造所生未成年子女戊（男，,至戊丁之住處或兩造約定之其他地點，,丙依上開方式與戊丁進行會面交往時，,民法第1030條之4第1項有所明定。,目前都還沒有還等語（見同上卷二第129頁）。,伊為遷入金湖路房地居住而需支付甲500萬元，,因而影響未成年子女之身心狀態，故為戊丁最佳利益之考量，,正想要重新開始，剛好有1筆獎金匯入40萬元，,也每月支付利息2萬5000元。至於伊在與甲之租賃契約中，,俱有可疑之處，實難認辛此部分主張為可採。,有無簽立借據都不清楚，這些都交給乙經手，,能表達受照顧之狀況，在訪視時自由表達意見，,已如上述，參照上揭法文規定及說明，,而有交易上之來往，然應無甘冒受偽證追訴處罰之風險，,亦在丙離家後對於戊丁提供良好之照顧及生活。,因為伊不是經常待在台灣云云（見同上卷二第130頁），,先遷入使用。迭至104年間因政府打房，,經查：兩造婚後育有未成年子女戊丁，,將戊丁接出進行會面交往及同宿，並於翌日即週日晚間9時前，,遽行指摘甲之證詞係維護己云云，未見舉證以實其說，,將不會向丙請求給付扶養費為理由，而表示若未能取得親權，,以載明甲確認收訖款項，及各期款項金額等語，,得自由以電話郵件（含電子郵件）即時通訊軟體與戊丁交往，,雖經鑑定結果認其價值為133萬元。,故伊有對於乙之448萬元借款債務。,三商美邦人壽000000000000號保單，,業據依職權調取105年度司家調字第266號卷宗查核無誤，,按週年利率百分之五計算之利息部分，,應屬實可信。辛雖證稱：伊印象中己借款比較大筆的，,堪認己前開主張屬實。丙稱：己與甲簽立之買賣契約書中，,也有監護意願；兩造工作及收入穩定，,依協議由一方或雙方共同任之。未為協議或協議不成者，,請准宣告假執行，暨為反請求答辯聲明：己之反請求駁回。,從而，丙陳報之剩餘財產既遠低於500萬元，,而與上開辛簽發與甲之支票金額相符（見同上卷二第94頁），,無從認定己積欠辛100萬元40萬元之債務。,雖無足夠資力，然經甲慷慨應允得支付500萬元定金後，
47_39_e166da,且102年7月6日聲請人未上班，卻不願到醫院照顧丙，,平均每月42516元，與其自陳5至6萬元有明顯差距。,然兩造離婚後仍與丙共同居住，僅分房睡見本院卷二第90頁，,又父母對於未成年之子女之扶養義務，,聲請人然後勒？她叫你幹麼？丙不要理你。,本院得依職權審酌，不受當事人聲明之拘束，,則聲請人雖未擔任丙之親權行使人，依照上開規定，,或家事訴訟事件及家事非訟事件請求之基礎事實相牽連者，,有學習跟不上之狀況，而認相對人確實未善盡教養之責云云，,一起念故事書，一起遊戲，讓丙有安全感，,爰不逐一論駁。五依家事事件法第104條第3項，,顯然相對人關心丙在學校之學習狀況，,又聲請人非常關心丙，在家較少與丙互動或小心與丙講話，,前項命給付扶養費之方法，法院得審酌一切情況，,按月於每月10日前給付相對人關於丙之扶養費9000元，,且目前擔任幼稚園音樂才藝老師，有相當之謀生能力，,相對人對丙歇斯底里辱罵，並在丙面前詆毀聲請人，,縱相對人對丙偶為嚴厲態度，亦無法抹滅相對人對丙百般呵護，,依然故我，令相對人面對公婆時倍感精神壓力。,媽媽有時會講故事給伊聽，爸爸不會講故事給伊聽。,不需如相對人般需向聲請人請求每月給付9184元。,為天經地義且為法之所許，與兩造資力無涉。,並再衍生若干程序勞費，對丙之權益難謂沒有影響，,理由壹程序方面：按數家事訴訟事件，,再按家事非訟事件之合併變更追加或反聲請，,經濟來源絕無疑慮，況父母職業及經濟能力之考量固然重要，,否則就會當廢人，並非辱罵未成年子女係廢人。,也不會帶伊出去玩。如果爸爸媽媽分開，,丙自出生迄今無論生活起居教育人格發展皆由相對人悉心撫育教養，,正值兒童成長發育之期間，需予悉心教育照顧之階段，,也因此產生溝通障礙，雖選擇以離婚來解決問題，,至兩造所生子女丙分別年滿20歲成年時止，,爸爸不會幫伊複習功課，也不會陪伊吃晚餐，,較符合子女之最佳利益，爰酌定如主文第1項所示。,嗣醫囑須住院觀察時，相對人暫請二位朋友前來照顧丙，,每月收入約56萬元，名下有汽車1輛，,相對人103年1至7月之薪資總合為297610元，,非自行辦理出院，且相對人忙著辦理出院手續當然無暇理其他事，,七各族群之傳統習俗文化及價值觀。前項子女最佳利益之審酌，,2親職能力：從惟兩造關係緊張，籲請兩造做好友善父母之角色，
48_25_fde1d6,1400cc，三門小車），又要買一台，,因而夫妻應互相尊重以增進情感之和諧，,未成年子女於會面交往中患病或遭遇事故，,你我自己做的事，自己最清楚什麼是氣話也分不清，,許博翔的手機也會有通知），監聽林淑芳的手機通聯，,均不得有危害未成年子女身心健康之行為，,許博翔的手機也會有通知），監聽林淑芳的手機通聯，,只有我考試是8字頭，父親就會說怎麼考那麼爛，,台南喜宴時，很多桌都只有一兩人，鋪張浪費，,罵我舅舅是米蟲，我媽開了十幾年車給舅舅開，,本院自得依職權，定其對於未成年人許之會面交往之時間及方式。,我選擇在所有案件結束後再探視小孩，,請法官根據事實判斷。本人重視家庭生活教育，,就讓你們看清事實證據，什麼都裝不知，,藉由法律過程，讓你們暸解始末，敬請到時準備出庭。,書念到休學，只會對老公惡言激怒，家庭烏煙瘴氣，,林淑芳稱我之前常說要離婚，是因為長期以來她對我講話態度不好，,藉由法律過程，讓你們暸解始末，敬請到時準備出庭。,做事要用正當方式，你們一直編劇情，,常常用傲慢態度與林淑芳相待，將夫妻不和之因完全推卸於林淑芳，,殺了許，我才能重新開始得到我的幸福妳不要以為妳隨隨便便，,您就裝一付什麼都不知，有本事就要求自己兒子，,林淑芳除疲於工作以支付家用及照顧幼子外，,我善意提醒她可以不要工作，但林淑芳無法接受，,許在93年由許博翔獨自扶養，就讀大學內的幼稚園，,許博翔對於自己言語暴力等行為不願多提。,（法官問：父親會怪你母親沒有把你教好？）證人答：會。,102年10月間，僅因英文單字問題，,不被尊重。許博翔覺得自己非常努力，,覺得要完成這些事情，覺得要盡力去完成這些事。,陸續傳訊息攻擊騷擾林淑芳妳們準備的資料筆誤太多，,林淑芳不願意，許博翔便用手揉捏林淑芳的胸部，,精神上飽受折磨創痛不堪。且雙方自103年1月16日起即分居，,如不服本判決，應於收受送達後20日內向本院提出上訴書狀，,我已經給你很多時間空間了，妳自己想好做不後悔就好，,更常說：男人要娶嫩妻老婆專職在家伺候老公很好等話題來尋隙。,未成年子女與未同住一方之父或母會面交往之發生源於天性，,足認許博翔以電話進行監控等方式，對於林淑芳進行生活控管。,決定訴請離婚。民法第1052條第1項第3款規定，,足證林淑芳之主張為真正。103年1月7日，
48_38_805410,維持共同監護，使兩造都能參與兒少的成長，,彼此關係不睦等情，乃兩造所不爭執（見本院卷第89頁）。,應依子女之最佳利益，審酌一切情狀，,婚姻關係已生重大裂痕而難以維持乙節，,而原告無法就近照料時，被告應為必要之醫療措施，,又被告於102年4月間曾無故離家返回娘家居住，,（二）被告得由家人陪同與未成年子女會面出遊。,其前揭抗辯自無可採。從而，本院為未成年子女最佳利益，,或一造有以任何不正當方法，拒絕或阻撓對造行使會面交往權者，,附此敘明。肆據上論結，本件原告之訴為有理由，,並育有未成年子女乙（年籍詳如主文）。,時間為上午八時至晚間十時止）致贈禮物交換照片拍照等行為。,酌定對於兩造所生未成年子女乙權利義務之行使或負擔，,依一般人之生活經驗，顯然難期修復，,應尊重其意願，不受上開探視會面交往時間及地點之限制。,並非永久必然之安排，兩造在會面交往時，,依證人丙於本院審理時到庭證稱略以：兩造自被告返家後即未同房，,或家事訴訟事件及家事非訟事件請求之基礎事實相牽連者，,致減少原告教育之時間，於子女送回前，,同住期間由兩造協商。惟如無法協商，,且兩造目前均無感情，雙方及其家人亦均無互動，,再者，被告不僅屢對原告雙親有不禮貌之言行，,為兼顧其日後人格及心性之健全發展及滿足其孺慕之情，,堪認雙方婚姻關係已難以維持，且其事由應可歸責於被告。,雙方誠摰互信之感情基礎，已經不復存在，,亦難期兩造得再共同協力維持圓滿之婚姻生活，,兩造均不得有危害子女身心健康之行為，,現仍婚姻關係存續中，雙方育有未成年子女乙等情，,相對人則較以本身之立場為主，未能兼顧雙方權益，,訴訟費用由被告負擔。事實及理由壹程序部分：按數家事訴訟事件，,同時請求酌定未成年子女親權行使（詳下述），,本院於民國104年10月1日言詞辯論終結，,理由：程序監理人評估聲請人（即原告，,被告得提前於連續假日之首日行使會面交往權，,除事先通知原告並經原告同意者外，否則即取消當次之探視，,終致婚姻裂痕擴大而難以維持；是衡諸前揭兩造婚姻整體歸責事由，,本件既已酌定由原告單獨擔任未成年子女之親權人，,干涉太多所導致，。因兩造仍有努力空間，,如不服本判決，應於送達後20日內，,爰依職權酌定被告與未成年子女乙會面交往之時間方式如附表所示，
49_03_bd22a8,更為子虛烏有！且相對人及其家人將聲請人趕出住所，,如遲誤一期履行，視為全部到期。三按夫妻離婚者，,另一方面更要求父母雙方均能積極參與父母與子女問之親情建立。,認施雨辰每月所需扶養費用以2萬元為當，,非訟事件法第21條第2項，民事訴訟法第78條第79條。,並考量未成年人尚無菸酒及其他娛樂支出，,依協議由一方或雙方共同任之。未為協議或協議不成者，,自出生至今均由相對人照料，為未成年子女之主要照顧者，,，而聲請人。，爰裁定如主文第一項所示。,讓案女不用接受一般小學繁重的課業壓力，,作為相對人及未成年子女102年9月至12月之生活情，,並參酌實務見解，懇請鈞院判賜聲請人如遲誤一期履行者，,相對人表示不夠，又向大嫂李佳錦借5萬元，,用以發放工程工資福利社等費用，並不違常情，,生活起居，目前主要由外祖母主要負責。,是上包維廣工程有限公司匯款至聲請人之妻即相對人之帳戶，,與負扶養義務者之經濟能力及身分定之；負扶養義務者有數人，,以彌補其未能同時享有完整父母親情關愛之缺憾，,向本院提出抗告狀，並繳納抗告費新臺幣1000元。,能爭取到案女的獨立監護權，好方便辦理遷戶籍手續。,多次前往蔡家，誠懇表達欲與未成年子之女施雨辰帶回家扶養之意，,嗣兩造於103年8月18日經本院調解離婚，,但其會面交往有妨害子女之利益者，法院得依請求或依職權變更之。,作為褓姆費等家用費用之金額為何？聲請人主張，,聲請人僅支付6140元，另自聲請人於102年12月底離家後，,甚相對人之父竟有意將兩造之女施雨辰過繼給其長子，,是聲請人此部分主張，顯不足採。聲請人主張，,本院參酌兩造之主張前揭訪視報告及程序監理人報告，,相對人與被監護人互動自然，被監護人無受不當照顧情形。,惟因相對人及其兄嫂白天均須工作，故家務亦須由母親一人承擔，,聲請人母親並表示屆時她會跟著搬到宜蘭去照顧案女，,爰聲請酌定由聲請人行使負擔未成年子女施雨辰之權利義務。,自行決定與聲請人會面交往之時間及方式。,而其經濟能力居家環境及良好之支持系統，,六本件事證已臻明確，兩造其餘攻擊防禦方法及立論之證據資料，,爰併同聲請人未來應給付部分，裁定如主文第四項所示。,查聲請人每月平均收入約為56萬元，,其後之6期喪失期限利益，以維未成年子女之利益。,訪視觀察所得，訪視人員詢問案女，案女會回應，,於聲請人遭相對人之父逐出住處後，因心繫相對人生活不濟，
