編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
4262,第225條第1項,932f346ef6,"嚴重違背善良風俗，對社會產
    生負面影響，行為殊值非難",0,1,0,0,0,0,0,1
4263,第225條第1項,932f346ef6,A 女稱被告於談和解時之態度不佳,0,0,1,0,0,0,0,1
4264,第225條第1項,932f346ef6,事後亦未與A 女達成和解,0,0,1,0,0,0,0,1
4265,第225條第1項,98d37a4aaa,"兼衡被告自陳其大學畢業，從事業
    務工作，月薪約4萬元（見院卷第61頁）之智識程度及生活
    狀況等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
4266,第225條第1項,98d37a4aaa,爰審酌被告為逞一己之私欲,0,0,0,0,1,0,1,0
4267,第225條第1項,98d37a4aaa,"惟考量被告於本院審理時坦
    承犯行",1,0,0,0,0,1,0,0
4268,第225條第1項,98d37a4aaa,"竟利用甲女酒醉不省人事之狀
    態對甲女為性交行為，對甲女身心造成難以抹滅之傷害，傷
    害甲女之身心健康及人格發展，亦見被告欠缺尊重他人身體
    自主權之觀念，所為實不足取。",0,1,0,0,0,0,0,1
4269,第225條第1項,98d37a4aaa,"詳如前述，並參酌其前無因
    犯罪受有期徒刑以上刑之宣告紀錄，有臺灣高等法院被告前
    案紀錄表1份在卷可參，",0,0,0,1,0,0,1,0
4270,第225條第1項,98d37a4aaa,且已與甲女達成和解，,0,0,1,0,0,1,0,0
4271,第225條第1項,9c3088a5ff,"並審酌其於本院審理時自陳已離
      婚、與2 個女兒同住、曾從事板模工、目前無業之生活狀
      況、國小肄業之智識程度（見本院卷第181 至182 頁）",0,0,0,0,1,0,1,0
4272,第225條第1項,9c3088a5ff,"併考量被告之年齡及身體狀況等一切情狀，量處如
      主文所示之刑。",0,0,0,0,1,0,1,0
4273,第225條第1項,9c3088a5ff,被告於偵查及本院準備程序中均否認犯行,1,0,0,0,0,0,0,1
4274,第225條第1項,9c3088a5ff,迄審判中人證及書證均調查完畢後始坦承犯行,1,0,0,0,0,1,0,0
4275,第225條第1項,9c3088a5ff,"被告所為不
      惟傷害甲女之身心，亦使甲女之主要照顧者即其母C 女因
      自覺照顧甲女不周致生本案，迄今仍自責不已（見本院卷
      第173 頁）；",0,1,0,0,0,0,0,1
4276,第225條第1項,9c3088a5ff,本案行為時被告與被害人甲女為鄰居之關係,0,0,0,0,1,0,1,0
4277,第225條第1項,9c3088a5ff,"且尚未賠償被害人甲女所受損害之犯罪後
      態度",0,0,1,0,0,0,0,1
4278,第225條第1項,9c5f5aeccb,"兼衡被告之犯罪手段與情節、被告
      之智識程度（目前尚在大學就學中）及其家庭經濟與生活
      狀況（參偵卷第42頁、本院卷第25至31、75頁）等一切情
      狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
4279,第225條第1項,9c5f5aeccb,"然其為逞一
      己私慾",0,0,0,0,1,0,1,0
4280,第225條第1項,9c5f5aeccb,"念及被告犯後已坦
      承犯行",1,0,0,0,0,1,0,0
4281,第225條第1項,9c5f5aeccb,"且履行賠償完畢，業如
      前述，犯後態度尚佳，",1,0,0,0,0,1,0,0
4282,第225條第1項,9c5f5aeccb,"竟利用乙○前述處於酒醉昏睡、無意識等相類於
      精神障礙而不能抗拒之狀態，對乙○為性交行為，並竊錄
      乙○之非公開活動及身體隱私部位，其犯罪之動機、目的
      殊值非難，且造成告訴人身心受創",0,1,0,0,0,0,0,1
4283,第225條第1項,9c5f5aeccb,"爰審酌被告前無任何犯罪科刑紀錄，此有臺灣高等法院被
      告前案紀錄表1 份在卷可稽，素行尚稱良好",0,0,0,1,0,1,0,0
4284,第225條第1項,9c5f5aeccb,並積極與告訴人成立調解,0,0,1,0,0,1,0,0
4285,第225條第1項,9d2c46a2e6,"復兼衡被告為高職畢業，從事
    客運交通駕駛，已婚，育有2 子，月收入約新臺幣4 至5 萬
    元",0,0,0,0,1,0,1,0
4286,第225條第1項,9d2c46a2e6,為滿足己一時之私慾,0,0,0,0,1,0,1,0
4287,第225條第1項,9d2c46a2e6,"被告本案
    自始均否認犯行",1,0,0,0,0,0,0,1
4288,第225條第1項,9d2c46a2e6,可見被告所述避重就輕,1,0,0,0,0,0,0,1
4289,第225條第1項,9d2c46a2e6,"乘職務之便，利用
    甲女不知抗拒之狀態，遂行對甲女性交之行為",0,1,0,0,0,0,0,1
4290,第225條第1項,9d2c46a2e6,"被告以公車司機為業，搭載甲女數次後，知悉甲女有
    心智缺陷之情形",0,0,0,0,1,0,1,0
4291,第225條第1項,9d2c46a2e6,前無任何犯罪紀錄,0,0,0,1,0,1,0,0
4292,第225條第1項,9d2c46a2e6,"亦未能與甲女達
    成和解，難認其有悔悟之心",0,0,1,0,0,0,0,1
4293,第225條第1項,9f158ec626,"兼衡
    其自述具大學畢業學歷之智識程度、現從事室內設計工作、
    每月收入約3 萬多元、未婚、無需扶養之未成年子女之生活
    狀況（見本院卷第130 頁反面）等一切情狀",0,0,0,0,1,0,1,0
4294,第225條第1項,9f158ec626,然其為逞一己私慾,0,0,0,0,1,0,1,0
4295,第225條第1項,9f158ec626,惟念及被告犯後已坦承犯行,1,0,0,0,0,1,0,0
4296,第225條第1項,9f158ec626,"竟利用告訴人前述處於酒醉
    昏睡、無意識等相類於精神障礙而不知抗拒之狀態，對告訴
    人為性交行為，其犯罪之動機、目的殊值非難，且造成告訴
    人身心傷害",0,1,0,0,0,0,0,1
4297,第225條第1項,9f158ec626,"審酌被告前無刑事犯罪前案紀錄，素行
    尚稱良好",0,0,0,1,0,1,0,0
4298,第225條第1項,9f158ec626,"並積極與告訴人
    達成和解且獲告訴人原諒，業如前述，犯後態度尚佳",0,0,1,0,0,1,0,0
4299,第225條第1項,a3c9f50345,"暨參酌被告之素行、犯罪動機、目的、手段、大學畢業之
    智識程度、自由業，每月收入新臺幣3萬多元，現需扶養母
    親及2名小孩等一切情狀",0,0,0,0,1,0,1,0
4300,第225條第1項,a3c9f50345,"被告竟利用告訴
    人之身心不穩定而不能抗拒性交之能力之際，對之為性交行
    為，造成告訴人身心嚴重受創",0,1,0,0,0,0,0,1
4301,第225條第1項,a3c9f50345,除造成告訴人性自主受侵外，尚破壞人與人之互信,0,1,0,0,0,0,0,1
4302,第225條第1項,a3c9f50345,"審酌被告與告訴
    人為友人關係，告訴人於生活、精神上極度仰賴被告之開導
    ，並向被告透露自己受有身心疾患之隱私",0,0,0,0,1,0,1,0
4303,第225條第1項,a3c9f50345,"迄今未對告訴人所受損害有
    何彌補",0,0,1,0,0,0,0,1
4304,第225條第1項,a57b3e39b7,"並考量其自
    陳學歷為高中肄業、目前從事防水工程、每月收入約新台幣
    4 萬元、未婚、無子女之家庭生活狀況（見本院卷第191 頁
    ）等一切情狀",0,0,0,0,1,0,1,0
4305,第225條第1項,a57b3e39b7,"審酌被告未能尊重他人性自主決
    定權，輕率放任一己慾念",0,0,0,0,1,0,1,0
4306,第225條第1項,a57b3e39b7,"於犯罪後猶否認
    犯行，飾詞其與告訴人是兩情相悅合意性交，犯後態度不佳",1,0,0,0,0,0,0,1
4307,第225條第1項,a57b3e39b7,"乘告訴人熟睡之際對告訴人為性
    交行為，犯罪動機、目的、手段均甚惡劣",0,1,0,0,0,0,0,1
4308,第225條第1項,a57b3e39b7,其犯行造成告訴人心理重大創傷,0,1,0,0,0,0,0,1
4309,第225條第1項,a57b3e39b7,"惟念其並無前科之素
    行",0,0,0,1,0,0,1,0
4310,第225條第1項,a57b3e39b7,"迄今仍未與告訴人達成
    和解，彌補所造成之損害，毫無悔意",0,0,1,0,0,0,0,1
4311,第225條第1項,a8deccdad5,"，竟未能克制己身之情慾及尊重告訴人
    甲女之性自主權，",0,0,0,0,1,0,1,0
4312,第225條第1項,a8deccdad5,"兼衡被告
    犯罪後，始終否認犯行",1,0,0,0,0,0,0,1
4313,第225條第1項,a8deccdad5,"而對告訴人甲女為本案乘機性交之行為，
    對告訴人甲女性自主權戕害甚鉅，所為實屬不該；",0,1,0,0,0,0,0,1
4314,第225條第1項,a8deccdad5,"，審酌被告身為甲女之舊識，竟不顧
    朋友之情誼，",0,0,0,0,1,0,1,0
4315,第225條第1項,a8deccdad5,"，及迄今仍未與告訴人甲女達成和解
    ，彌補所造成之損害等一切情狀，",0,0,1,0,0,0,0,1
4316,第225條第1項,a9d0ca4e83,"並審酌被告高職畢業之智識程度、犯罪動機、目的、手段、
    對被害人所造成的損害，兼衡被告目前受雇擔任科技公司技
    術員助理、有固定收入及其家庭生活狀況等一切情狀",0,0,0,0,1,0,1,0
4317,第225條第1項,a9d0ca4e83,爰審酌被告為逞一己私慾，,0,0,0,0,1,0,1,0
4318,第225條第1項,a9d0ca4e83,，犯後認罪坦承犯行，表示悔意，,1,0,0,0,0,1,0,0
4319,第225條第1項,a9d0ca4e83,"利用被害人酒後昏睡無力及不能
    抗拒之情況下，為本案乘機性交行為，損害被害人之性自主
    權與人格尊嚴，欠缺對他人的尊重，法治觀念偏差，所為實
    值非難",0,1,0,0,0,0,0,1
4320,第225條第1項,a9d0ca4e83,"惟被告無前科，有臺灣高等法院被告前案紀錄表在
    卷可參",0,0,0,1,0,1,0,0
4321,第225條第1項,a9d0ca4e83,"於本院審理期間與
    被害人達成和解，賠償損害，獲得被害人原諒，已如前述",0,0,1,0,0,1,0,0
4322,第225條第1項,aad7077acb,"智識程度（國小畢業）、生活狀況【現因
    中風無法工作，領有中度障礙證明（卷附亞東紀念醫院診斷
    證明書及中度障礙證明，見本院卷第69頁、第71頁），須由
    母親及弟弟照顧，母親亦罹患失智症，見本院卷第48頁】等
    一切情狀",0,0,0,0,1,0,1,0
4323,第225條第1項,aad7077acb,並兼衡被告犯罪之動機、手段、目的，,0,0,0,0,1,0,1,0
4324,第225條第1項,aad7077acb,"，審酌被告於案發時僅因一時私慾
    ，",0,0,0,0,1,0,1,0
4325,第225條第1項,aad7077acb,"及
    被告犯後終能於本院審理時坦承犯行，",1,0,0,0,0,1,0,0
4326,第225條第1項,aad7077acb,"利用A 女酒醉意識不清之情況下，對A 女為性交行為，被
    告所為應予非難，",0,1,0,0,0,0,0,1
4327,第225條第1項,aad7077acb,"被告之素行（臺灣高等法院被告前案紀錄表參見，見本院
    卷第19至23頁）",0,0,0,1,0,0,1,0
4328,第225條第1項,aad7077acb,並得到A 女之原諒,0,0,1,0,0,1,0,0
4329,第225條第1項,b51245ac93,"兼衡其自述教育程
    度為五專，目前經營機車行，以修車、賣車方式營生，月收
    約新臺幣5 、6 萬，甫結婚、即將育有1 子等智識程度及生
    活狀況（見本院公開卷二第80頁），暨犯罪之動機、目的、
    手段等一切情狀",0,0,0,0,1,0,1,0
4330,第225條第1項,b51245ac93,"惟念其年紀尚
    輕，智慮未深，",0,0,0,0,1,0,1,0
4331,第225條第1項,b51245ac93,，審酌被告為圖一己性慾滿足，,0,0,0,0,1,0,1,0
4332,第225條第1項,b51245ac93,"事後又藉詞否認犯罪，難認有
    悔意，犯後態度不佳",1,0,0,0,0,0,0,1
4333,第225條第1項,b51245ac93,"利用
    A 女酒醉、昏睡之際，不顧A 女性自主權，擅對A 女為性交
    犯行，造成A 女心理上陰影，",0,1,0,0,0,0,0,1
4334,第225條第1項,b51245ac93,"前無任何論罪科刑紀錄，有臺灣高等法院被
    告前案紀錄表在卷可參，素行尚稱良好，",0,0,0,1,0,1,0,0
4335,第225條第1項,b51245ac93,"且迄無與A 女達成和解或取得其諒解
    ，未能修復其犯罪所生損害，委實不宜輕縱",0,0,1,0,0,0,0,1
4336,第225條第1項,bbd6406533,"暨被告之素行、大學畢業之智識程度、生
    活狀況等一切情狀，",0,0,0,0,1,0,1,0
4337,第225條第1項,bbd6406533,並兼衡被告犯罪之動機、手段、目的，,0,0,0,0,1,0,1,0
4338,第225條第1項,bbd6406533,"，審酌被告於案發時僅因一時私慾
    ，",0,0,0,0,1,0,1,0
4339,第225條第1項,bbd6406533,"及
    被告犯後終能於本院審理時坦承犯行",1,0,0,0,0,1,0,0
4340,第225條第1項,bbd6406533,"利用A 女酒醉意識不清之情況下，對A 女為性交行為，被
    告所為應予非難，",0,1,0,0,0,0,0,1
4341,第225條第1項,bbd6406533,"並與告訴人A 女達成
    和解，態度尚可",0,0,1,0,0,1,0,0
4342,第225條第1項,bc041d8120,"暨被告自陳國中畢業之智識程度，從事灌漿工程工作
      ，目前因另案易服社會勞役，故每月上班天數有限，致每
      月收入約1 、2 萬元等一切情狀",0,0,0,0,1,0,1,0
4343,第225條第1項,bc041d8120,審酌被告正值壯年，竟不思端正己行，,0,0,0,0,1,0,1,0
4344,第225條第1項,bc041d8120,"僅為滿足一己
      之性慾衝動",0,0,0,0,1,0,1,0
4345,第225條第1項,bc041d8120,"復審
      酌被告於本院審理中坦承犯罪",1,0,0,0,0,1,0,0
4346,第225條第1項,bc041d8120,"利用A 女昏睡、不知抗拒而進行性交得逞1
      次之行為，對A 女身心及社會善良風俗均影響甚鉅",0,1,0,0,0,0,0,1
4347,第225條第1項,bc041d8120,"並當庭向A 女道歉，而A
      女亦當庭表示念及被告係其孩子之父親，希望法院從輕量
      刑",0,0,1,0,0,1,0,0
4348,第225條第1項,beca36d088,"並衡酌其智識程度為專科肄業（本院自陳）
    ，現休學中、在飲料店擔任店員工作、家中有父母親、弟弟
    及祖母、經濟狀況勉持之生活狀況（警詢及被告審理中自陳
    ）",0,0,0,0,1,0,1,0
4349,第225條第1項,beca36d088,於案發時年僅20歲，尚在就學中，,0,0,0,0,1,0,1,0
4350,第225條第1項,beca36d088,"，審酌被告為滿足一時私慾
    ，",0,0,0,0,1,0,1,0
4351,第225條第1項,beca36d088,犯後於本院審理中坦承犯行頗知悔悟之犯後態度,1,0,0,0,0,1,0,0
4352,第225條第1項,beca36d088,"於案發當日與
    告訴人Ａ女、證人Ｂ男同住一室，竟趁告訴人Ａ女熟睡，於
    告訴人Ａ女不能抗拒之際先對證人即告訴人Ａ女為猥褻行為
    ，再以手指插入證人即告訴人Ａ女陰道內為性交行為，誠屬
    不該，造成告訴人Ａ女身心受創",0,1,0,0,0,0,0,1
4353,第225條第1項,beca36d088,對告訴人Ａ女為性交行為之方式，,0,1,0,0,0,0,1,0
4354,第225條第1項,beca36d088,"其與告訴人Ａ
    女及其時Ａ女之男友證人Ｂ男均為朋友關係，",0,0,0,0,1,0,1,0
4355,第225條第1項,beca36d088,"，審酌被告於本案行為前未有犯罪
    前科紀錄，有臺灣高等法院被告前案紀錄表在卷足稽，素行
    尚稱良好，",0,0,0,1,0,1,0,0
4356,第225條第1項,beca36d088,"被告犯後與證人即告
    訴人Ａ女達成和解，彌補賠償告訴人Ａ女損害，有前揭調解
    書及匯款申請書各1份附卷可憑，已如前述，堪認被告犯後
    態度尚稱良好",0,0,1,0,0,1,0,0
4357,第225條第1項,c057e0c0b3,"兼衡被告犯罪之動機、目的、手段、對A女性自主權
      侵害之程度、與A女平日關係，以及被告為單親父親之生
      活狀況等一切情狀",0,0,0,0,1,0,1,0
4358,第225條第1項,c057e0c0b3,審酌被告為滿足自己性慾，,0,0,0,0,1,0,1,0
4359,第225條第1項,c057e0c0b3,"竟趁A女酒醉昏睡之際，
      對A女為猥褻、性交行為，未尊重A女之性自主決定權，
      致A女身心受創，所為顯屬非是",0,1,0,0,0,0,0,1
4360,第225條第1項,c057e0c0b3,"且未與A女和解，難認被告有何悔意，犯後態度並非良
      好",0,0,1,0,0,0,0,1
4361,第225條第1項,c07f217e70,"並
      衡酌被告之年齡、學經歷為國中肄業等一切情狀",0,0,0,0,1,0,1,0
4362,第225條第1項,c07f217e70,竟為滿足一己性欲,0,0,0,0,1,0,1,0
4363,第225條第1項,c07f217e70,"且其犯後迄
      今仍未能坦承犯行，反一再翻易辯詞，杜撰不實事項，企
      圖紊亂本院審理方向，已踰越緘默權行使之界線",1,0,0,0,0,0,0,1
4364,第225條第1項,c07f217e70,"對未滿18歲之A 女為上揭乘
      機性交犯行，不僅造成A 女成長過程每每思及即痛苦至深
      ，亦嚴重影響A 女身心健全發展，實屬不該",0,1,0,0,0,0,0,1
4365,第225條第1項,c07f217e70,"，審酌被告身為A 女父親，本應
      妥善對乙女盡保護、教養之責，至不濟亦不應對A 女為侵
      害行為，",0,0,0,0,1,0,1,0
4366,第225條第1項,c07f217e70,"復斟酌
      被告前已因涉犯妨害性自主罪經法院判處徒刑，竟仍不知
      尊重他人性自主決定權而為本件犯行，其情更屬不該",0,0,0,1,0,0,0,1
4367,第225條第1項,c0d5825f6e,"自述高職畢業之智識程度、業工、月收入約新臺幣4 萬餘
    元、家境小康之生活經濟狀況（本院卷第210 頁）等一切情
    狀，量處如主文所示之刑。檢察官雖對被告具體求刑有期徒
    刑4 年6 月（本院卷第211 頁），惟本院審酌前揭各情，認
    主文所示之宣告刑已可收懲戒之效",0,0,0,0,1,0,1,0
4368,第225條第1項,c0d5825f6e,審酌被告明知甲女有心智缺陷情形，,0,0,0,0,1,0,1,0
4369,第225條第1項,c0d5825f6e,竟為滿足一己私慾,0,0,0,0,1,0,1,0
4370,第225條第1項,c0d5825f6e,"且犯後避重就輕僅坦承有與甲女
    為性交行為，然一再辯稱與甲女兩情相悅，執詞否認本案犯
    行",1,0,0,0,0,0,0,1
4371,第225條第1項,c0d5825f6e,"難認被告有悔悟之
    心",1,0,0,0,0,0,0,1
4372,第225條第1項,c0d5825f6e,"利用甲女不知抗拒之機會，以手指插入陰道之方式對甲女為
    性交行為，行止不當至極",0,1,0,0,0,0,0,1
4373,第225條第1項,c0d5825f6e,本案犯行前無任何前科紀錄,0,0,0,1,0,1,0,0
4374,第225條第1項,c0d5825f6e,"且迄未與甲女及甲女家屬達成和解，以求原諒，甲女之
    大姊及二姊於本院審理時亦表示：被告滿口謊言，一再狡辯
    ，村莊裡的人都知道我妹妹頭腦不清楚、智商很低，大家都
    知道我妹妹很可憐，需要人家照顧，被告卻如此傷害他，請
    法院從重量刑等語",0,0,1,0,0,0,0,1
4375,第225條第1項,c0ebb7181f,"兼衡被告自述為高職畢業之智識程
    度，從事鐵工，月薪新臺幣2 萬4 千多元左右，未婚無子女
    ，與父母同住等家庭、經濟及工作狀況，暨本案犯罪之動機
    、手段、目的、情節等一切情狀",0,0,0,0,1,0,1,0
4376,第225條第1項,c0ebb7181f,"，審酌被告乙○○僅為滿足一時性慾
    ，",0,0,0,0,1,0,1,0
4377,第225條第1項,c0ebb7181f,"並念及被
    告犯後坦認犯行，態度尚稱良好",1,0,0,0,0,1,0,0
4378,第225條第1項,c0ebb7181f,"利用告訴人A 女酒醉而不知抗拒之機會，為乘機性交之犯
    行，所為戕害告訴人A 女之身心健全，甚值非難，",0,1,0,0,0,0,0,1
4379,第225條第1項,c0ebb7181f,"，因無法提出具體賠償方案
    ，致未能與告訴人A 女達成和解，迄今未能取得告訴人之原
    諒或賠償金額予告訴人，",0,0,1,0,0,0,0,1
4380,第225條第1項,c258899677,"犯罪之動機、目的、手段，及其自述研
    究所在讀中、現為學生、未婚、無小孩、平日自己一個人居
    住之家庭生活狀況（見本院卷二第２４頁），暨公訴檢察官
    對被告具體求處有期徒刑３年６月（見本院卷二第２５至２
    ６頁），尚屬過重等一切情狀",0,0,0,0,1,0,1,0
4381,第225條第1項,c258899677,為逞一己私慾，,0,0,0,0,1,0,1,0
4382,第225條第1項,c258899677,"犯後固僅坦承於上揭時、地對Ａ女為性交行為，否認
    有乘機性交犯行",1,0,0,0,0,0,1,0
4383,第225條第1項,c258899677,"罔顧Ａ女之心理人格發展及心靈
    感受，利用Ａ女心智缺陷，對事理缺乏判斷力而不知抗拒之
    情形下，對之為性交行為，違背善良風俗，且影響Ａ女性觀
    念之健全發展，所為應予非難",0,1,0,0,0,0,0,1
4384,第225條第1項,c258899677,"Ａ女於本案發生後，日常
    生活無明顯改變，情緒也無明顯受到案件影響，並無特別覺
    得緊張、害怕，無做噩夢之情形，未符合創傷後壓力症候群
    之診斷標準等情，有臺中榮總嘉義分院上開鑑定報告在卷可
    參",0,1,0,0,0,0,1,0
4385,第225條第1項,c258899677,"前未有任何犯罪科
    刑紀錄，素行良好，有臺灣高等法院被告前案紀錄表１紙存
    卷可稽",0,0,0,1,0,1,0,0
4386,第225條第1項,c258899677,"然仍與Ａ女法定代理人成立調解，願意分
    期賠償Ａ女，而Ａ女法定代理人於調解筆錄中亦表示收受全
    部調解金額款項後即不再追究被告刑事責任等情，有上開調
    解筆錄存卷可參",0,0,1,0,0,1,0,0
4387,第225條第1項,c27b2c8b47,"竟利用甲女酒醉熟睡之機會，對甲女為乘機性交，
    足以妨害、剝奪甲女性自主之意思自由權利，致甲女身心受
    創至深，",0,1,0,0,0,0,0,1
4388,第225條第1項,c27b2c8b47,"且
    其於犯行中所施用之手段，尚非屬於長時間、傷害性之手段
    等一切情狀",0,1,0,0,0,0,1,0
4389,第225條第1項,c27b2c8b47,"爰審酌被告與告訴人係朋
    友關係，",0,0,0,0,1,0,1,0
4390,第225條第1項,c27b2c8b47,"惟念及被告犯罪後已與告訴人達成和解，有和解書
    可參，並已賠償和解金完畢，堪認其有具體悔改之誠意",0,0,1,0,0,1,0,0
4391,第225條第1項,c338ee413b,"，並考量被告
    犯罪之動機、目的、手段、情結，兼衡其為現役軍人，自陳
    賺取之薪資需支應家中祖母、父親開銷之生活狀況（見本院
    卷第42頁）暨其素行等一切情狀，",0,0,0,0,1,0,1,0
4392,第225條第1項,c338ee413b,本院審酌被告因一時衝動而為本案犯行，,0,0,0,0,1,0,1,0
4393,第225條第1項,c338ee413b,然念其犯後已坦認犯行，,1,0,0,0,0,1,0,0
4394,第225條第1項,c338ee413b,"對A 女之身心造成
    相當程度之影響，所為誠屬不該；",0,1,0,0,0,0,0,1
4395,第225條第1項,c338ee413b,復與A 女和解並全數付賠償金等情，,0,0,1,0,0,1,0,0
4396,第225條第1項,c50a4d0efb,"另衡
    及其自述擔任土水師傅、若每日均有工作，則月收入約有新
    臺幣4至5萬，已離婚、子女均已成年（參本院侵訴卷第20 2
    頁反面）等一切情狀",0,0,0,0,1,0,1,0
4397,第225條第1項,c50a4d0efb,"犯後除再三飾詞否認其犯
    行外，更要求甲女錄製光碟為其脫免罪責，實不可取",1,0,0,0,0,0,0,1
4398,第225條第1項,c50a4d0efb,"審酌被告趁甲女因服用藥物作用陷入昏睡而不知抗拒之際
    乘機性交，顯然欠缺尊重他人性自主決定權之觀念，其所為
    戕害被害人身心，應予非難；",0,1,0,0,0,0,0,1
4399,第225條第1項,d165d6a657,"被告自陳高中畢業、家
    庭及經濟狀況小康、目前擔任木雕工學徒等一切情狀（見警
    卷第12頁、偵卷第29頁），量處如主文所示之刑",0,0,0,0,1,0,1,0
4400,第225條第1項,d165d6a657,"審酌被告於犯罪行為時，係19歲以上、未滿20歲之未成年
    人，",0,0,0,0,1,0,1,0
4401,第225條第1項,d165d6a657,"兼衡被告犯罪後，於檢察官偵訊時、本院準備程序及審
    理時均坦承犯行，犯罪後態度尚佳",1,0,0,0,0,1,0,0
4402,第225條第1項,d165d6a657,"惟
    被告明知告訴人於案發時，已陷入酒醉意識不清而不知且不
    能抗拒之狀態，竟未能克制己身之性慾及尊重告訴人之性自
    主權，而對告訴人為本案乘機性交之行為，違反告訴人之性
    自主權，嚴重危害告訴人之身心健康及人格發展，所為實屬
    不該",0,1,0,0,0,0,0,1
4403,第225條第1項,d165d6a657,"且前無犯罪紀錄，有個人戶籍資料（完整姓名）查詢結
    果及臺灣高等法院被告前案紀錄表在卷足憑，素行尚佳，",0,0,0,1,0,1,0,0
4404,第225條第1項,d165d6a657,"被告迄今仍未與告訴人達成和解，彌補所造成之損
    害，",0,0,1,0,0,0,0,1
4405,第225條第1項,d2a9cc2921,"兼衡其犯罪手段、自陳目前無業、家庭經濟小康等生
    活狀況",0,0,0,0,1,0,1,0
4406,第225條第1項,d2a9cc2921,，審酌被告為滿足一己性慾，,0,0,0,0,1,0,1,0
4407,第225條第1項,d2a9cc2921,"然其犯後全
    然否認犯行、所述避重就輕之態度",1,0,0,0,0,0,0,1
4408,第225條第1項,d2a9cc2921,"竟利
    用Ａ女酒醉不省人事之際為本案犯行，不尊重Ａ女之性自主
    決定權，惡性非低",0,1,0,0,0,0,0,1
4409,第225條第1項,d2a9cc2921,被告雖無犯罪前科紀錄,0,0,0,1,0,1,0,0
4410,第225條第1項,d2a9cc2921,"且迄今未積極求取Ａ女
    宥恕，未能與Ａ女達成和解，實難認被告就自身犯行有悔悟
    之意",0,0,1,0,0,0,0,1
4411,第225條第1項,d2a9cc2921,"暨Ａ女於本院審理時陳述其原應如同稻田的秧苗，
    享有正直的人生，卻因被告的惡意徹底折斷，希望對被告從
    重量刑等意見",0,0,1,0,0,0,0,1
4412,第225條第1項,d5b3181859,"業如前述，衡以被告於本院自述之智識程度，
      經濟狀況，兼衡其素行、犯罪之動機、目的、手段、所生
      損害等一切情狀",0,0,0,0,1,0,1,0
4413,第225條第1項,d5b3181859,，審酌被告因一時慾念，,0,0,0,0,1,0,1,0
4414,第225條第1項,d5b3181859,"惟念及被告犯後始終坦
      承犯行，確有悔意",1,0,0,0,0,1,0,0
4415,第225條第1項,d5b3181859,"未尊重
      告訴人性自主決定權，見其熟睡，仍以生殖器侵入其陰道
      而對其性交得逞，顯不尊重女性對於自我身體之性自主決
      定權，造成告訴人身心受創至鉅",0,1,0,0,0,0,0,1
4416,第225條第1項,d5b3181859,"並與告訴人達成和解，告訴人亦表示
      原諒被告",0,0,1,0,0,1,0,0
4417,第225條第1項,dda45af595,"兼衡其於
    警詢中自述大學在學之智識程度、家庭經濟小康之生活狀況
    ，暨其犯罪之動機、目的、手段等一切情狀，",0,0,0,0,1,0,1,0
4418,第225條第1項,dda45af595,，審酌被告僅因一時性慾衝動，,0,0,0,0,1,0,1,0
4419,第225條第1項,dda45af595,"乘
    告訴人因熟睡而不知反抗之情況下，對告訴人為乘機性交行
    為，導致告訴人身心受創，所為實不可取；",0,1,0,0,0,0,0,1
4420,第225條第1項,dda45af595,，被告前未曾因故意犯罪受有期徒刑以上刑之宣告，,0,0,0,1,0,1,0,0
4421,第225條第1項,dda45af595,"並積極懇求獲得告訴人之寬恕，與告訴
    人達成調解，以彌補告訴人所受損害之犯後態度；",0,0,1,0,0,1,0,0
4422,第225條第1項,de8289209b,"，暨衡酌被告於本院審理時自述為國中畢業之教育程度，
    現從事太陽能工作，月收入約新臺幣3 萬多元，未婚無子女
    ，與父親、爺爺同住之家庭經濟狀況等一切情狀，",0,0,0,0,1,0,1,0
4423,第225條第1項,de8289209b,，審酌被告僅為滿足一時性慾，,0,0,0,0,1,0,1,0
4424,第225條第1項,de8289209b,"行為當時年輕氣盛，於酒後未克制情慾、一時衝動犯下此罪
    ，",0,0,0,0,1,0,1,0
4425,第225條第1項,de8289209b,"惟念及
    被告犯後於偵查及本院審理時均坦認犯行，犯後態度尚可，",1,0,0,0,0,1,0,0
4426,第225條第1項,de8289209b,"仍
    可見被告已知反省悔悟，",1,0,0,0,0,1,0,0
4427,第225條第1項,de8289209b,"利用
    告訴人A 女因酒醉狀態不知抗拒之機會，為乘機性交之犯行
    ，所為戕害告訴人A 女之身心健全，所為甚值非難，",0,1,0,0,0,0,0,1
4428,第225條第1項,de8289209b,"乙○○與0000甲000000 （民國91年12月生，真實姓名年籍詳
    卷，以下簡稱「A 女」）為朋友關係，",0,0,0,0,1,0,1,0
4429,第225條第1項,de8289209b,多次表達願與A 女和解，因A 女拒絕而無從成立和解，,0,0,1,0,0,0,0,1
4430,第225條第1項,de8289209b,"兼考量A 女及B 女於本院審理時到
    庭表示請求法院從重量刑之意見",0,0,1,0,0,0,0,1
